"campaign_id","date","channel","campaign_type","device_type","os","country","impressions","clicks","conversions","spend_usd","revenue_usd"
"GOOGLE_CAMP_029","2025-07-10","Google","acquisition","Mobile","iOS","USA","20000","702","180","4548.64","5003.5"
"AFFILIATE_CAMP_003","2025-06-14","Affiliate","acquisition","Mobile","Android","UK","19624","121","25","892.35","580.03"
"MOLOCO_CAMP_045","2025-06-15","Moloco","retargeting","Desktop","Desktop","India","1000","10","2","6319.46","5687.51"
"AFFILIATE_CAMP_012","2025-06-23","Affiliate","acquisition","Mobile","iOS","USA","7381","238","39","618.52","402.04"
"META_CAMP_050","2025-06-26","Meta","acquisition","Desktop","Desktop","USA","1000","7","1","2282.43","2168.31"
"GOOGLE_CAMP_013","2025-06-26","Google","acquisition","Mobile","Android","USA","5968","100","25","1031.81","1134.99"
"TABOOLA_CAMP_033","2025-06-13","Taboola","acquisition","Mobile","Android","UK","4076","100","22","1420.5","852.3"
"GOOGLE_CAMP_006","2025-07-10","Google","acquisition","Mobile","Android","USA","18716","553","82","7660.63","8426.69"
"MOLOCO_CAMP_036","2025-06-28","Moloco","retargeting","Desktop","Desktop","India","20000","552","70","1024.37","921.93"
"TIKTOK_CAMP_006","2025-07-08","TikTok","acquisition","Mobile","Android","Canada","14330","507","148","10912.34","14622.54"
"TIKTOK_CAMP_006","2025-06-13","TikTok","acquisition","Mobile","iOS","USA","3273","70","3","956.22","1281.33"
"META_CAMP_015","2025-07-01","Meta","acquisition","Mobile","iOS","USA","2303","49","9","15000.0","14250.0"
"TABOOLA_CAMP_020","2025-07-07","Taboola","acquisition","Mobile","Android","India","8529","423","59","502.92","301.75"
"GOOGLE_CAMP_012","2025-06-19","Google","acquisition","Mobile","Android","USA","5351","92","6","4429.78","4872.76"
"GOOGLE_CAMP_035","2025-07-01","Google","acquisition","Mobile","iOS","India","2227","49","1","2325.27","2557.8"
"GOOGLE_CAMP_022","2025-06-15","Google","acquisition","Mobile","iOS","Germany","2340","28","2","6632.97","7296.27"
"GOOGLE_CAMP_043","2025-07-12","Google","acquisition","Mobile","Android","USA","17850","844","47","1745.87","1920.46"
"GOOGLE_CAMP_045","2025-07-06","Google","acquisition","Mobile","iOS","India","1000","38","2","3341.45","3675.6"
"AFFILIATE_CAMP_048","2025-07-09","Affiliate","acquisition","Mobile","iOS","UK","13118","228","26","1691.46","1099.45"
"GOOGLE_CAMP_028","2025-06-13","Google","acquisition","Desktop","Desktop","Japan","1998","27","5","3041.25","3345.38"
"MOLOCO_CAMP_039","2025-06-19","Moloco","retargeting","Desktop","Desktop","India","1489","69","9","1451.82","1306.64"
"META_CAMP_016","2025-06-26","Meta","acquisition","Desktop","Desktop","UK","9256","207","16","2669.25","2535.79"
"GOOGLE_CAMP_004","2025-06-27","Google","acquisition","Desktop","Desktop","Japan","17142","502","69","2306.52","2537.17"
"GOOGLE_CAMP_004","2025-07-01","Google","acquisition","Desktop","Desktop","Brazil","6889","149","42","135.2","148.72"
"TABOOLA_CAMP_012","2025-07-04","Taboola","acquisition","Desktop","Desktop","Japan","7493","90","4","980.45","588.27"
"MOLOCO_CAMP_038","2025-07-06","Moloco","retargeting","Mobile","Android","Canada","9530","414","58","3439.56","3095.6"
"GOOGLE_CAMP_044","2025-06-21","Google","acquisition","Mobile","Android","Japan","4304","201","36","7226.36","7949.0"
"GOOGLE_CAMP_038","2025-07-08","Google","acquisition","Mobile","iOS","Germany","20000","696","34","6247.71","6872.48"
"META_CAMP_043","2025-07-05","Meta","acquisition","Mobile","iOS","USA","1000","42","5","15000.0","14250.0"
"GOOGLE_CAMP_001","2025-06-25","Google","acquisition","Mobile","Android","Brazil","20000","362","39","1881.6","2069.76"
"GOOGLE_CAMP_024","2025-06-17","Google","acquisition","Mobile","Android","Brazil","15780","722","98","507.14","557.85"
"AFFILIATE_CAMP_002","2025-06-15","Affiliate","acquisition","Mobile","iOS","Brazil","8081","96","6","673.44","437.74"
"META_CAMP_008","2025-07-09","Meta","acquisition","Mobile","Android","UK","7142","346","83","15000.0","14250.0"
"AFFILIATE_CAMP_048","2025-06-22","Affiliate","acquisition","Mobile","iOS","India","1482","43","10","4481.07","2912.7"
"GOOGLE_CAMP_037","2025-06-21","Google","acquisition","Mobile","Android","Germany","5862","199","37","667.88","734.67"
"GOOGLE_CAMP_031","2025-06-17","Google","acquisition","Mobile","Android","USA","20000","983","135","4391.58","4830.74"
"MOLOCO_CAMP_025","2025-06-18","Moloco","retargeting","Mobile","Android","Germany","6874","308","24","9686.56","8717.9"
"META_CAMP_036","2025-07-02","Meta","acquisition","Mobile","Android","UK","1000","42","4","15000.0","14250.0"
"META_CAMP_013","2025-07-02","Meta","acquisition","Mobile","iOS","USA","1478","44","7","7859.8","7466.81"
"TIKTOK_CAMP_009","2025-06-21","TikTok","acquisition","Mobile","iOS","USA","5256","72","16","602.42","807.24"
"AFFILIATE_CAMP_011","2025-07-07","Affiliate","acquisition","Desktop","Desktop","Japan","1858","23","1","47.43","30.83"
"GOOGLE_CAMP_044","2025-07-03","Google","acquisition","Desktop","Desktop","India","20000","835","117","1813.31","1994.64"
"GOOGLE_CAMP_026","2025-07-04","Google","acquisition","Mobile","iOS","Germany","7155","87","3","1980.73","2178.8"
"META_CAMP_039","2025-06-24","Meta","acquisition","Desktop","Desktop","USA","3758","37","2","5334.3","5067.58"
"GOOGLE_CAMP_010","2025-06-26","Google","acquisition","Mobile","Android","UK","4156","176","37","1561.44","1717.58"
"META_CAMP_006","2025-06-24","Meta","acquisition","Desktop","Desktop","Canada","3529","116","7","3365.07","3196.82"
"GOOGLE_CAMP_012","2025-06-19","Google","acquisition","Desktop","Desktop","UK","1635","79","8","2812.86","3094.15"
"TIKTOK_CAMP_015","2025-06-23","TikTok","acquisition","Desktop","Desktop","USA","1000","7","0","1374.03","1841.2"
"TIKTOK_CAMP_046","2025-06-18","TikTok","acquisition","Mobile","Android","UK","4423","175","10","355.14","475.89"
"GOOGLE_CAMP_001","2025-06-12","Google","acquisition","Desktop","Desktop","Germany","3036","98","2","4814.07","5295.48"
"AFFILIATE_CAMP_014","2025-07-02","Affiliate","acquisition","Desktop","Desktop","Germany","1000","29","6","105.03","68.27"
"AFFILIATE_CAMP_032","2025-06-20","Affiliate","acquisition","Mobile","Android","Brazil","2794","48","1","5534.39","3597.35"
"GOOGLE_CAMP_003","2025-06-13","Google","acquisition","Mobile","iOS","Japan","20000","777","90","711.28","782.41"
"GOOGLE_CAMP_044","2025-07-05","Google","acquisition","Desktop","Desktop","India","3814","119","34","8906.68","9797.35"
"META_CAMP_019","2025-06-28","Meta","acquisition","Mobile","Android","Germany","4223","183","28","324.88","308.64"
"TIKTOK_CAMP_005","2025-07-04","TikTok","acquisition","Desktop","Desktop","Japan","16857","107","19","6480.32","8683.63"
"GOOGLE_CAMP_026","2025-07-04","Google","acquisition","Mobile","Android","Germany","3821","105","3","5291.96","5821.16"
"META_CAMP_015","2025-06-18","Meta","acquisition","Mobile","iOS","Canada","1000","9","1","2953.66","2805.98"
"GOOGLE_CAMP_039","2025-07-12","Google","acquisition","Mobile","Android","Japan","1000","38","9","6128.79","6741.67"
"GOOGLE_CAMP_002","2025-07-08","Google","acquisition","Mobile","iOS","USA","1589","61","15","3495.4","3844.94"
"TIKTOK_CAMP_026","2025-07-02","TikTok","acquisition","Desktop","Desktop","UK","2107","102","29","2824.9","3785.37"
"GOOGLE_CAMP_044","2025-06-13","Google","acquisition","Mobile","iOS","UK","2278","49","13","2538.43","2792.27"
"GOOGLE_CAMP_042","2025-06-29","Google","acquisition","Desktop","Desktop","Germany","8554","319","53","884.13","972.54"
"AFFILIATE_CAMP_050","2025-07-03","Affiliate","acquisition","Mobile","iOS","Canada","1000","23","0","1028.48","668.51"
"META_CAMP_019","2025-07-10","Meta","acquisition","Desktop","Desktop","USA","1538","37","1","2622.42","2491.3"
"GOOGLE_CAMP_010","2025-06-16","Google","acquisition","Mobile","Android","Japan","9598","169","18","5143.57","5657.93"
"META_CAMP_023","2025-07-07","Meta","acquisition","Mobile","Android","Canada","2295","51","10","15000.0","14250.0"
"MOLOCO_CAMP_037","2025-06-29","Moloco","retargeting","Mobile","iOS","UK","20000","479","124","2357.37","2121.63"
"META_CAMP_009","2025-06-21","Meta","acquisition","Mobile","iOS","Brazil","1994","95","6","2283.46","2169.29"
"GOOGLE_CAMP_049","2025-06-19","Google","acquisition","Mobile","Android","Canada","4440","128","13","3833.53","4216.88"
"TIKTOK_CAMP_012","2025-07-08","TikTok","acquisition","Mobile","Android","Germany","20000","883","156","5120.19","6861.05"
"META_CAMP_032","2025-06-28","Meta","acquisition","Mobile","iOS","Japan","20000","735","207","4278.71","4064.77"
"META_CAMP_023","2025-06-21","Meta","acquisition","Desktop","Desktop","Brazil","1620","14","1","12957.18","12309.32"
"GOOGLE_CAMP_027","2025-07-01","Google","acquisition","Desktop","Desktop","India","1000","37","1","3661.01","4027.11"
"TABOOLA_CAMP_034","2025-06-21","Taboola","acquisition","Mobile","iOS","Germany","3920","52","11","102.51","61.51"
"GOOGLE_CAMP_041","2025-06-12","Google","acquisition","Desktop","Desktop","UK","11933","131","9","10032.32","11035.55"
"META_CAMP_013","2025-07-02","Meta","acquisition","Mobile","iOS","Germany","2107","91","17","585.46","556.19"
"AFFILIATE_CAMP_041","2025-07-06","Affiliate","acquisition","Mobile","iOS","Canada","10251","51","13","3525.08","2291.3"
"TIKTOK_CAMP_014","2025-06-29","TikTok","acquisition","Mobile","iOS","Brazil","2064","30","4","3089.69","4140.18"
"MOLOCO_CAMP_015","2025-06-16","Moloco","retargeting","Desktop","Desktop","India","3320","131","25","1039.53","935.58"
"GOOGLE_CAMP_046","2025-06-25","Google","acquisition","Mobile","iOS","Canada","1755","68","4","4856.71","5342.38"
"GOOGLE_CAMP_006","2025-06-18","Google","acquisition","Mobile","Android","Japan","20000","167","11","8643.26","9507.59"
"MOLOCO_CAMP_034","2025-06-28","Moloco","retargeting","Mobile","iOS","UK","6680","304","49","5127.69","4614.92"
"MOLOCO_CAMP_033","2025-07-06","Moloco","retargeting","Mobile","Android","Japan","10415","457","21","6425.01","5782.51"
"GOOGLE_CAMP_001","2025-06-12","Google","acquisition","Mobile","iOS","USA","11053","82","23","1572.18","1729.4"
"META_CAMP_030","2025-07-11","Meta","acquisition","Mobile","iOS","Brazil","1000","8","2","829.63","788.15"
"GOOGLE_CAMP_035","2025-06-17","Google","acquisition","Mobile","iOS","Brazil","10451","383","82","1052.64","1157.9"
"META_CAMP_042","2025-06-15","Meta","acquisition","Desktop","Desktop","India","5611","130","26","4600.89","4370.85"
"GOOGLE_CAMP_032","2025-07-10","Google","acquisition","Desktop","Desktop","Brazil","17824","504","83","3783.79","4162.17"
"GOOGLE_CAMP_044","2025-06-18","Google","acquisition","Mobile","Android","UK","2146","75","5","306.56","337.22"
"GOOGLE_CAMP_037","2025-06-27","Google","acquisition","Mobile","Android","Germany","5066","224","44","5018.8","5520.68"
"GOOGLE_CAMP_024","2025-07-07","Google","acquisition","Mobile","iOS","Canada","2710","135","33","6957.29","7653.02"
"META_CAMP_026","2025-06-14","Meta","acquisition","Desktop","Desktop","India","2279","20","2","2322.71","2206.57"
"GOOGLE_CAMP_028","2025-07-06","Google","acquisition","Mobile","Android","Canada","9037","167","5","2944.5","3238.95"
"MOLOCO_CAMP_028","2025-07-11","Moloco","retargeting","Desktop","Desktop","India","7028","249","54","2928.11","2635.3"
"MOLOCO_CAMP_035","2025-07-05","Moloco","retargeting","Mobile","iOS","Brazil","2163","56","11","620.5","558.45"
"GOOGLE_CAMP_001","2025-06-27","Google","acquisition","Mobile","Android","Japan","2810","33","7","3724.41","4096.85"
"GOOGLE_CAMP_021","2025-06-29","Google","acquisition","Mobile","iOS","Canada","10689","517","124","1562.61","1718.87"
"TIKTOK_CAMP_045","2025-07-09","TikTok","acquisition","Mobile","Android","Germany","1000","18","1","1586.73","2126.22"
"GOOGLE_CAMP_008","2025-06-16","Google","acquisition","Mobile","Android","UK","1000","35","10","7180.41","7898.45"
"GOOGLE_CAMP_023","2025-06-27","Google","acquisition","Desktop","Desktop","USA","5457","108","13","1514.26","1665.69"
"GOOGLE_CAMP_018","2025-07-01","Google","acquisition","Mobile","iOS","Japan","3571","125","29","6075.29","6682.82"
"AFFILIATE_CAMP_038","2025-06-18","Affiliate","acquisition","Mobile","Android","Japan","1185","32","5","766.3","498.1"
"TIKTOK_CAMP_003","2025-06-21","TikTok","acquisition","Mobile","Android","India","12347","280","78","1188.7","1592.86"
"TIKTOK_CAMP_050","2025-06-20","TikTok","acquisition","Desktop","Desktop","Germany","20000","919","186","6861.21","9194.02"
"MOLOCO_CAMP_015","2025-06-21","Moloco","retargeting","Mobile","Android","Canada","15260","578","66","6039.55","5435.6"
"META_CAMP_031","2025-06-13","Meta","acquisition","Mobile","Android","Germany","1159","24","1","5737.08","5450.23"
"GOOGLE_CAMP_011","2025-06-23","Google","acquisition","Mobile","Android","Germany","1000","36","3","247.99","272.79"
"GOOGLE_CAMP_021","2025-06-20","Google","acquisition","Mobile","iOS","Brazil","7219","105","21","10355.78","11391.36"
"MOLOCO_CAMP_031","2025-07-04","Moloco","retargeting","Mobile","Android","Germany","1000","19","5","837.56","753.8"
"MOLOCO_CAMP_039","2025-06-25","Moloco","retargeting","Desktop","Desktop","India","2602","59","3","8451.45","7606.31"
"TIKTOK_CAMP_040","2025-06-24","TikTok","acquisition","Mobile","iOS","USA","1000","24","4","6621.13","8872.31"
"TABOOLA_CAMP_050","2025-06-29","Taboola","acquisition","Mobile","iOS","USA","1890","24","2","168.78","101.27"
"MOLOCO_CAMP_042","2025-07-02","Moloco","retargeting","Desktop","Desktop","Germany","10810","250","12","941.32","847.19"
"MOLOCO_CAMP_038","2025-07-10","Moloco","retargeting","Mobile","iOS","UK","2341","71","8","456.92","411.23"
"GOOGLE_CAMP_036","2025-07-04","Google","acquisition","Mobile","iOS","Canada","1953","49","13","2845.07","3129.58"
"GOOGLE_CAMP_022","2025-06-26","Google","acquisition","Mobile","iOS","UK","1000","44","6","3044.77","3349.25"
"GOOGLE_CAMP_010","2025-06-24","Google","acquisition","Mobile","Android","Japan","6424","153","35","470.58","517.64"
"TIKTOK_CAMP_016","2025-07-02","TikTok","acquisition","Mobile","Android","USA","7817","304","72","294.98","395.27"
"GOOGLE_CAMP_020","2025-07-08","Google","acquisition","Desktop","Desktop","Japan","1000","31","7","1401.51","1541.66"
"MOLOCO_CAMP_029","2025-07-07","Moloco","retargeting","Desktop","Desktop","Canada","4596","28","1","3734.32","3360.89"
"GOOGLE_CAMP_021","2025-06-15","Google","acquisition","Mobile","Android","India","12733","205","22","1135.59","1249.15"
"META_CAMP_018","2025-06-22","Meta","acquisition","Mobile","Android","Japan","1876","74","20","3439.24","3267.28"
"GOOGLE_CAMP_028","2025-07-05","Google","acquisition","Desktop","Desktop","Brazil","3079","121","14","8082.29","8890.52"
"META_CAMP_023","2025-06-21","Meta","acquisition","Mobile","Android","India","1000","42","12","1048.83","996.39"
"GOOGLE_CAMP_016","2025-07-03","Google","acquisition","Desktop","Desktop","Germany","4738","90","22","1143.97","1258.37"
"MOLOCO_CAMP_041","2025-06-15","Moloco","retargeting","Desktop","Desktop","Canada","8008","368","68","3338.65","3004.79"
"GOOGLE_CAMP_014","2025-06-20","Google","acquisition","Mobile","iOS","Germany","1533","61","6","4931.24","5424.36"
"GOOGLE_CAMP_028","2025-06-21","Google","acquisition","Desktop","Desktop","Canada","3287","44","1","5171.31","5688.44"
"GOOGLE_CAMP_026","2025-06-21","Google","acquisition","Mobile","Android","USA","1000","44","9","1421.86","1564.05"
"TABOOLA_CAMP_023","2025-06-15","Taboola","acquisition","Mobile","Android","USA","1000","39","2","589.89","353.93"
"META_CAMP_010","2025-06-17","Meta","acquisition","Desktop","Desktop","Japan","1063","36","7","2999.02","2849.07"
"AFFILIATE_CAMP_005","2025-06-15","Affiliate","acquisition","Mobile","Android","Brazil","14043","274","53","2468.05","1604.23"
"META_CAMP_016","2025-06-22","Meta","acquisition","Desktop","Desktop","UK","9695","206","18","10947.45","10400.08"
"TIKTOK_CAMP_006","2025-07-02","TikTok","acquisition","Mobile","iOS","Japan","1224","10","2","7987.27","10702.94"
"META_CAMP_050","2025-06-13","Meta","acquisition","Desktop","Desktop","Brazil","5207","100","5","8588.39","8158.97"
"GOOGLE_CAMP_001","2025-06-19","Google","acquisition","Mobile","iOS","UK","1000","13","0","523.24","575.56"
"MOLOCO_CAMP_029","2025-06-16","Moloco","retargeting","Mobile","Android","Canada","4770","84","20","5935.0","5341.5"
"GOOGLE_CAMP_018","2025-07-05","Google","acquisition","Mobile","Android","Brazil","6404","287","32","4621.21","5083.33"
"META_CAMP_042","2025-06-13","Meta","acquisition","Mobile","Android","India","1000","30","5","4430.84","4209.3"
"AFFILIATE_CAMP_044","2025-06-29","Affiliate","acquisition","Mobile","Android","UK","1000","30","6","1123.66","730.38"
"GOOGLE_CAMP_046","2025-06-19","Google","acquisition","Mobile","iOS","USA","10357","437","17","427.48","470.23"
"GOOGLE_CAMP_012","2025-06-24","Google","acquisition","Mobile","Android","Canada","7753","98","21","706.84","777.52"
"META_CAMP_019","2025-06-20","Meta","acquisition","Desktop","Desktop","UK","1000","24","2","5977.83","5678.94"
"META_CAMP_023","2025-06-25","Meta","acquisition","Mobile","Android","UK","9363","376","83","3296.68","3131.85"
"GOOGLE_CAMP_043","2025-06-26","Google","acquisition","Mobile","Android","USA","6641","113","20","3368.2","3705.02"
"META_CAMP_043","2025-07-01","Meta","acquisition","Mobile","iOS","UK","20000","570","109","4550.26","4322.75"
"GOOGLE_CAMP_048","2025-07-07","Google","acquisition","Desktop","Desktop","USA","6791","236","27","2401.17","2641.29"
"AFFILIATE_CAMP_033","2025-06-25","Affiliate","acquisition","Desktop","Desktop","USA","5689","142","22","1433.07","931.5"
"GOOGLE_CAMP_040","2025-07-01","Google","acquisition","Mobile","iOS","Canada","13973","442","91","3745.44","4119.98"
"TIKTOK_CAMP_014","2025-07-05","TikTok","acquisition","Mobile","Android","Brazil","15150","365","69","10032.21","13443.16"
"GOOGLE_CAMP_035","2025-07-06","Google","acquisition","Mobile","iOS","Germany","12646","372","32","11697.92","12867.71"
"GOOGLE_CAMP_021","2025-06-26","Google","acquisition","Mobile","Android","Canada","20000","644","26","3621.63","3983.79"
"GOOGLE_CAMP_036","2025-06-14","Google","acquisition","Desktop","Desktop","India","6138","243","66","4345.71","4780.28"
"MOLOCO_CAMP_006","2025-07-11","Moloco","retargeting","Mobile","iOS","Brazil","3987","113","26","3059.61","2753.65"
"TABOOLA_CAMP_030","2025-06-23","Taboola","acquisition","Mobile","iOS","UK","10414","464","14","3058.27","1834.96"
"GOOGLE_CAMP_018","2025-07-09","Google","acquisition","Desktop","Desktop","Japan","20000","499","18","1585.26","1743.79"
"GOOGLE_CAMP_034","2025-06-19","Google","acquisition","Desktop","Desktop","Brazil","4701","196","56","6371.72","7008.89"
"GOOGLE_CAMP_003","2025-06-22","Google","acquisition","Mobile","Android","Germany","1000","43","5","1060.03","1166.03"
"META_CAMP_035","2025-06-14","Meta","acquisition","Mobile","iOS","UK","8940","413","17","7434.39","7062.67"
"GOOGLE_CAMP_006","2025-06-30","Google","acquisition","Desktop","Desktop","India","4502","173","46","4571.01","5028.11"
"GOOGLE_CAMP_008","2025-07-11","Google","acquisition","Mobile","Android","USA","4499","111","16","1902.51","2092.76"
"GOOGLE_CAMP_032","2025-06-15","Google","acquisition","Mobile","iOS","Canada","8023","74","4","3052.31","3357.54"
"GOOGLE_CAMP_045","2025-06-17","Google","acquisition","Mobile","Android","UK","7888","284","47","195.34","214.87"
"GOOGLE_CAMP_024","2025-07-03","Google","acquisition","Mobile","Android","Germany","2613","78","3","5234.68","5758.15"
"META_CAMP_008","2025-06-30","Meta","acquisition","Mobile","iOS","USA","3264","129","14","4109.89","3904.4"
"GOOGLE_CAMP_042","2025-06-18","Google","acquisition","Mobile","Android","India","1451","45","6","2339.18","2573.1"
"GOOGLE_CAMP_030","2025-07-05","Google","acquisition","Mobile","iOS","Germany","6487","132","30","818.43","900.27"
"GOOGLE_CAMP_019","2025-06-15","Google","acquisition","Mobile","iOS","UK","3211","50","9","254.64","280.1"
"GOOGLE_CAMP_026","2025-06-24","Google","acquisition","Mobile","iOS","Japan","3893","112","9","4353.03","4788.33"
"GOOGLE_CAMP_014","2025-06-16","Google","acquisition","Desktop","Desktop","USA","1233","43","7","186.31","204.94"
"META_CAMP_038","2025-06-22","Meta","acquisition","Desktop","Desktop","UK","20000","986","29","9.99","9.49"
"TABOOLA_CAMP_008","2025-07-08","Taboola","acquisition","Desktop","Desktop","Canada","11764","273","5","286.8","172.08"
"GOOGLE_CAMP_032","2025-06-29","Google","acquisition","Mobile","iOS","India","8575","360","28","1915.13","2106.64"
"AFFILIATE_CAMP_032","2025-07-11","Affiliate","acquisition","Desktop","Desktop","Canada","8523","338","7","3597.8","2338.57"
"GOOGLE_CAMP_007","2025-06-20","Google","acquisition","Mobile","Android","Germany","19835","467","116","3804.61","4185.07"
"META_CAMP_024","2025-07-12","Meta","acquisition","Mobile","iOS","UK","1000","22","1","3303.21","3138.05"
"GOOGLE_CAMP_002","2025-06-13","Google","acquisition","Desktop","Desktop","USA","10084","363","43","3693.59","4062.95"
"META_CAMP_022","2025-07-12","Meta","acquisition","Mobile","Android","Canada","3091","70","9","7359.7","6991.71"
"TABOOLA_CAMP_008","2025-06-14","Taboola","acquisition","Desktop","Desktop","Japan","4593","32","4","673.55","404.13"
"GOOGLE_CAMP_033","2025-07-06","Google","acquisition","Mobile","Android","Germany","5074","249","25","4817.09","5298.8"
"TABOOLA_CAMP_010","2025-06-26","Taboola","acquisition","Mobile","iOS","UK","14923","127","30","1144.82","686.89"
"GOOGLE_CAMP_031","2025-06-24","Google","acquisition","Desktop","Desktop","Japan","1597","79","14","2696.24","2965.86"
"GOOGLE_CAMP_015","2025-06-20","Google","acquisition","Mobile","iOS","Brazil","17724","153","38","5371.88","5909.07"
"GOOGLE_CAMP_013","2025-06-15","Google","acquisition","Desktop","Desktop","Japan","4413","180","3","794.27","873.7"
"GOOGLE_CAMP_033","2025-06-29","Google","acquisition","Mobile","iOS","Brazil","8475","253","71","10902.17","11992.39"
"META_CAMP_048","2025-07-03","Meta","acquisition","Mobile","iOS","USA","17317","249","50","3177.22","3018.36"
"GOOGLE_CAMP_045","2025-07-03","Google","acquisition","Mobile","Android","Germany","6997","131","30","12632.82","13896.1"
"MOLOCO_CAMP_015","2025-07-05","Moloco","retargeting","Mobile","iOS","Germany","1000","45","7","3510.95","3159.86"
"GOOGLE_CAMP_010","2025-07-03","Google","acquisition","Mobile","iOS","Canada","20000","416","66","1047.41","1152.15"
"TIKTOK_CAMP_008","2025-06-18","TikTok","acquisition","Mobile","iOS","Germany","2056","101","19","381.34","511.0"
"GOOGLE_CAMP_050","2025-06-24","Google","acquisition","Mobile","iOS","UK","10322","380","82","1040.3","1144.33"
"AFFILIATE_CAMP_032","2025-06-27","Affiliate","acquisition","Mobile","iOS","Brazil","1000","39","9","1464.36","951.83"
"GOOGLE_CAMP_017","2025-06-17","Google","acquisition","Desktop","Desktop","UK","1000","17","1","2655.12","2920.63"
"TIKTOK_CAMP_020","2025-06-21","TikTok","acquisition","Mobile","iOS","Brazil","3120","115","12","15000.0","20100.0"
"MOLOCO_CAMP_023","2025-06-29","Moloco","retargeting","Mobile","iOS","Japan","16559","167","31","114.84","103.36"
"AFFILIATE_CAMP_017","2025-06-12","Affiliate","acquisition","Desktop","Desktop","UK","20000","826","229","3362.83","2185.84"
"GOOGLE_CAMP_007","2025-07-11","Google","acquisition","Desktop","Desktop","UK","9467","453","55","7453.7","8199.07"
"META_CAMP_049","2025-06-15","Meta","acquisition","Mobile","iOS","Brazil","1264","50","8","78.98","75.03"
"GOOGLE_CAMP_035","2025-07-04","Google","acquisition","Mobile","iOS","USA","1220","33","9","1624.48","1786.93"
"AFFILIATE_CAMP_012","2025-07-02","Affiliate","acquisition","Mobile","Android","UK","1000","28","1","1110.2","721.63"
"META_CAMP_022","2025-07-02","Meta","acquisition","Mobile","iOS","Japan","5819","83","16","342.6","325.47"
"MOLOCO_CAMP_023","2025-07-06","Moloco","retargeting","Mobile","iOS","India","15909","722","182","452.1","406.89"
"GOOGLE_CAMP_039","2025-06-23","Google","acquisition","Mobile","iOS","USA","3843","19","3","917.79","1009.57"
"GOOGLE_CAMP_001","2025-07-06","Google","acquisition","Mobile","Android","UK","20000","247","65","6905.68","7596.25"
"MOLOCO_CAMP_019","2025-07-09","Moloco","retargeting","Mobile","Android","Germany","4139","155","27","4570.47","4113.42"
"GOOGLE_CAMP_016","2025-06-26","Google","acquisition","Mobile","iOS","USA","1237","51","8","1687.49","1856.24"
"TIKTOK_CAMP_012","2025-06-20","TikTok","acquisition","Desktop","Desktop","UK","1000","9","1","734.37","984.06"
"GOOGLE_CAMP_007","2025-07-07","Google","acquisition","Mobile","iOS","Canada","1951","64","15","5065.65","5572.22"
"GOOGLE_CAMP_003","2025-07-06","Google","acquisition","Mobile","Android","Canada","5482","39","3","2010.9","2211.99"
"GOOGLE_CAMP_032","2025-06-18","Google","acquisition","Mobile","iOS","Canada","18368","126","12","461.5","507.65"
"GOOGLE_CAMP_009","2025-06-21","Google","acquisition","Desktop","Desktop","USA","1000","48","7","184.65","203.12"
"GOOGLE_CAMP_036","2025-06-19","Google","acquisition","Desktop","Desktop","India","17545","634","31","213.15","234.47"
"AFFILIATE_CAMP_036","2025-06-28","Affiliate","acquisition","Mobile","iOS","Brazil","4888","63","17","1132.77","736.3"
"GOOGLE_CAMP_034","2025-06-27","Google","acquisition","Mobile","Android","Canada","2204","39","2","10028.47","11031.32"
"GOOGLE_CAMP_010","2025-06-19","Google","acquisition","Mobile","iOS","USA","14736","645","77","587.35","646.08"
"GOOGLE_CAMP_012","2025-06-17","Google","acquisition","Desktop","Desktop","USA","15651","352","89","2787.4","3066.14"
"GOOGLE_CAMP_014","2025-07-09","Google","acquisition","Desktop","Desktop","Japan","11495","282","62","7070.89","7777.98"
"GOOGLE_CAMP_031","2025-06-16","Google","acquisition","Mobile","Android","UK","2640","114","23","15000.0","16500.0"
"META_CAMP_037","2025-06-18","Meta","acquisition","Mobile","Android","USA","1000","24","1","11023.72","10472.53"
"MOLOCO_CAMP_046","2025-07-06","Moloco","retargeting","Mobile","iOS","India","3526","22","2","1329.17","1196.25"
"GOOGLE_CAMP_046","2025-06-17","Google","acquisition","Desktop","Desktop","Brazil","6257","156","3","883.34","971.67"
"META_CAMP_018","2025-06-20","Meta","acquisition","Desktop","Desktop","India","6151","149","31","6476.34","6152.52"
"GOOGLE_CAMP_014","2025-06-24","Google","acquisition","Mobile","iOS","UK","1625","58","4","1462.78","1609.06"
"GOOGLE_CAMP_050","2025-06-29","Google","acquisition","Mobile","iOS","India","2732","17","3","2865.89","3152.48"
"GOOGLE_CAMP_048","2025-06-23","Google","acquisition","Mobile","Android","USA","3713","56","14","265.45","292.0"
"GOOGLE_CAMP_035","2025-06-22","Google","acquisition","Mobile","Android","India","1306","9","2","1869.11","2056.02"
"META_CAMP_009","2025-07-11","Meta","acquisition","Desktop","Desktop","Japan","9809","458","73","15000.0","14250.0"
"META_CAMP_008","2025-07-06","Meta","acquisition","Mobile","Android","India","1000","17","2","2528.28","2401.87"
"TABOOLA_CAMP_004","2025-06-15","Taboola","acquisition","Mobile","Android","Japan","4640","98","7","712.92","427.75"
"GOOGLE_CAMP_041","2025-06-25","Google","acquisition","Mobile","Android","Brazil","11054","380","110","2060.1","2266.11"
"GOOGLE_CAMP_037","2025-06-12","Google","acquisition","Desktop","Desktop","Brazil","3191","18","2","5704.35","6274.79"
